spol,tip_putnika,godine,vrsta_putovanja,klasa,udaljenost_leta,vrijeme_odlaska_dolaska,kasnjenje_polaska_u_minutama,kasnjenje_dolaska_u_minutama,zadovoljstvo_putnika
zensko,Lojalan putnik,51,Poslovno putovanje,Poslovna,2300,4,1,0,Zadovoljan
zensko,Lojalan putnik,30,Poslovno putovanje,Ekonomska,129,1,0,0,Zadovoljan
zensko,Nelojalan putnik,24,Poslovno putovanje,Ekonomska,406,5,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,48,Lično putovanje,Ekonomska,109,5,0,0,Zadovoljan
musko,Lojalan putnik,49,Poslovno putovanje,Poslovna,2611,1,0,0,Zadovoljan
zensko,Lojalan putnik,27,Lično putovanje,Ekonomska,399,1,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,32,Poslovno putovanje,Ekonomska,1014,2,24,8,Neutralan ili nezadovoljan
zensko,Lojalan putnik,44,Poslovno putovanje,Ekonomska,1674,4,51,43,Zadovoljan
zensko,Lojalan putnik,66,Lično putovanje,Ekonomska,1660,4,15,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,23,Lično putovanje,Ekonomska,237,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,30,Lično putovanje,Ekonomska,251,4,0,0,Zadovoljan
zensko,Lojalan putnik,52,Poslovno putovanje,Poslovna,1616,3,0,0,Zadovoljan
musko,Lojalan putnik,15,Lično putovanje,Ekonomska,342,2,9,8,Neutralan ili nezadovoljan
musko,Lojalan putnik,62,Lično putovanje,Ekonomska,1119,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,52,Lično putovanje,Ekonomska,577,4,0,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,20,Poslovno putovanje,Ekonomska,866,1,13,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,23,Poslovno putovanje,Ekonomska,883,2,28,15,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,40,Poslovno putovanje,Poslovna,196,3,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,43,Poslovno putovanje,Poslovna,1779,1,0,0,Zadovoljan
musko,Lojalan putnik,32,Poslovno putovanje,Ekonomska,2165,1,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,59,Poslovno putovanje,Poslovna,368,4,0,0,Zadovoljan
musko,Nelojalan putnik,46,Poslovno putovanje,Poslovna,1598,3,0,4,Neutralan ili nezadovoljan
zensko,Lojalan putnik,62,Poslovno putovanje,Poslovna,3251,4,43,35,Zadovoljan
musko,Lojalan putnik,40,Lično putovanje,Ekonomska Plus,351,3,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,54,Poslovno putovanje,Poslovna,1966,2,0,0,Zadovoljan
zensko,Nelojalan putnik,37,Poslovno putovanje,Poslovna,295,2,2,5,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,25,Poslovno putovanje,Ekonomska,432,3,9,10,Neutralan ili nezadovoljan
musko,Lojalan putnik,42,Poslovno putovanje,Poslovna,363,4,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,7,Poslovno putovanje,Ekonomska,592,2,188,244,Neutralan ili nezadovoljan
musko,Lojalan putnik,46,Poslovno putovanje,Poslovna,2186,2,40,27,Zadovoljan
musko,Lojalan putnik,15,Lično putovanje,Ekonomska,261,2,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,16,Lično putovanje,Ekonomska,266,0,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,15,Lično putovanje,Ekonomska,337,4,7,11,Neutralan ili nezadovoljan
musko,Lojalan putnik,14,Lično putovanje,Ekonomska,1127,5,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,43,Poslovno putovanje,Poslovna,632,3,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,32,Poslovno putovanje,Poslovna,2451,2,2,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,16,Lično putovanje,Ekonomska,351,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,38,Lično putovanje,Ekonomska,1123,5,31,29,Zadovoljan
musko,Lojalan putnik,44,Poslovno putovanje,Poslovna,290,2,0,0,Zadovoljan
zensko,Nelojalan putnik,24,Poslovno putovanje,Ekonomska,270,0,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,54,Poslovno putovanje,Poslovna,3719,1,0,4,Zadovoljan
zensko,Lojalan putnik,26,Lično putovanje,Ekonomska Plus,2496,5,0,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,34,Poslovno putovanje,Ekonomska,910,2,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,44,Poslovno putovanje,Ekonomska,272,5,0,0,Zadovoljan
zensko,Lojalan putnik,24,Poslovno putovanje,Poslovna,347,1,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,53,Poslovno putovanje,Poslovna,1182,5,0,0,Zadovoljan
musko,Lojalan putnik,16,Lično putovanje,Ekonomska,599,2,5,12,Neutralan ili nezadovoljan
musko,Lojalan putnik,47,Poslovno putovanje,Ekonomska,1035,3,1,3,Neutralan ili nezadovoljan
zensko,Lojalan putnik,25,Poslovno putovanje,Poslovna,1598,4,0,0,Zadovoljan
musko,Nelojalan putnik,34,Poslovno putovanje,Ekonomska,376,0,0,,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,27,Poslovno putovanje,Poslovna,691,0,0,0,Zadovoljan
musko,Lojalan putnik,32,Lično putovanje,Ekonomska,1524,5,24,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,58,Poslovno putovanje,Poslovna,307,3,50,71,Neutralan ili nezadovoljan
musko,Nelojalan putnik,45,Poslovno putovanje,Ekonomska,390,2,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,30,Poslovno putovanje,Poslovna,826,2,4,0,Zadovoljan
musko,Lojalan putnik,16,Lično putovanje,Ekonomska,369,3,6,4,Neutralan ili nezadovoljan
zensko,Lojalan putnik,22,Poslovno putovanje,Poslovna,1727,1,9,34,Neutralan ili nezadovoljan
zensko,Lojalan putnik,23,Poslovno putovanje,Poslovna,1956,4,1,25,Zadovoljan
zensko,Lojalan putnik,50,Poslovno putovanje,Ekonomska Plus,846,3,24,11,Neutralan ili nezadovoljan
musko,Lojalan putnik,58,Lično putovanje,Poslovna,266,0,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,70,Lično putovanje,Ekonomska,932,5,2,11,Neutralan ili nezadovoljan
musko,Nelojalan putnik,24,Poslovno putovanje,Poslovna,964,4,5,0,Zadovoljan
musko,Lojalan putnik,57,Lično putovanje,Ekonomska,802,5,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,60,Lično putovanje,Poslovna,700,4,70,61,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,32,Poslovno putovanje,Poslovna,545,2,10,9,Neutralan ili nezadovoljan
musko,Lojalan putnik,55,Poslovno putovanje,Poslovna,2460,1,2,17,Zadovoljan
musko,Nelojalan putnik,30,Poslovno putovanje,Ekonomska,746,2,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,17,Lično putovanje,Ekonomska,667,5,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,19,Poslovno putovanje,Ekonomska,1046,1,66,56,Neutralan ili nezadovoljan
musko,Lojalan putnik,30,Poslovno putovanje,Poslovna,3263,1,23,23,Zadovoljan
zensko,Lojalan putnik,38,Poslovno putovanje,Ekonomska,529,2,0,0,Zadovoljan
zensko,Lojalan putnik,45,Poslovno putovanje,Poslovna,1222,4,0,0,Zadovoljan
musko,Lojalan putnik,53,Poslovno putovanje,Poslovna,382,1,0,0,Zadovoljan
musko,Lojalan putnik,40,Lično putovanje,Ekonomska,1927,5,21,8,Neutralan ili nezadovoljan
zensko,Lojalan putnik,54,Poslovno putovanje,Poslovna,333,1,0,1,Zadovoljan
zensko,Lojalan putnik,24,Poslovno putovanje,Poslovna,2495,4,0,0,Zadovoljan
zensko,Lojalan putnik,14,Poslovno putovanje,Ekonomska Plus,601,2,0,0,Zadovoljan
zensko,Lojalan putnik,52,Poslovno putovanje,Ekonomska,393,1,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,21,Poslovno putovanje,Poslovna,190,2,0,5,Zadovoljan
musko,Lojalan putnik,32,Poslovno putovanje,Ekonomska,862,0,0,0,Zadovoljan
musko,Lojalan putnik,53,Lično putovanje,Poslovna,2218,1,3,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,55,Poslovno putovanje,Poslovna,2342,2,6,0,Zadovoljan
zensko,Nelojalan putnik,49,Poslovno putovanje,Poslovna,235,2,0,0,Zadovoljan
musko,Nelojalan putnik,64,Poslovno putovanje,Poslovna,258,4,15,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,53,Poslovno putovanje,Poslovna,444,1,160,153,Zadovoljan
zensko,Lojalan putnik,48,Poslovno putovanje,Poslovna,2176,3,135,118,Zadovoljan
zensko,Nelojalan putnik,52,Poslovno putovanje,Poslovna,867,4,0,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,33,Poslovno putovanje,Poslovna,605,3,11,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,58,Poslovno putovanje,Poslovna,2091,3,59,50,Zadovoljan
musko,Lojalan putnik,23,Poslovno putovanje,Poslovna,581,4,0,14,Zadovoljan
zensko,Lojalan putnik,40,Poslovno putovanje,Poslovna,693,5,47,30,Zadovoljan
zensko,Lojalan putnik,63,Lično putovanje,Ekonomska,645,5,0,0,Zadovoljan
zensko,Lojalan putnik,65,Lično putovanje,Ekonomska,1389,5,8,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,46,Lično putovanje,Ekonomska,140,4,64,50,Neutralan ili nezadovoljan
musko,Lojalan putnik,44,Poslovno putovanje,Poslovna,1642,1,3,0,Zadovoljan
musko,Nelojalan putnik,18,Poslovno putovanje,Ekonomska,722,0,14,17,Zadovoljan
zensko,Lojalan putnik,50,Poslovno putovanje,Poslovna,213,5,0,2,Neutralan ili nezadovoljan
musko,Lojalan putnik,41,Poslovno putovanje,Poslovna,2083,3,0,0,Zadovoljan
zensko,Lojalan putnik,42,Poslovno putovanje,Ekonomska,374,3,52,42,Zadovoljan
musko,Lojalan putnik,21,Lično putovanje,Poslovna,127,1,0,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,22,Poslovno putovanje,Ekonomska,431,1,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,44,Poslovno putovanje,Poslovna,2616,4,5,3,Zadovoljan
zensko,Lojalan putnik,66,Poslovno putovanje,Poslovna,3530,2,67,85,Zadovoljan
zensko,Lojalan putnik,66,Lično putovanje,Ekonomska,678,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,24,Poslovno putovanje,Poslovna,2751,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,55,Poslovno putovanje,Poslovna,813,3,81,68,Zadovoljan
zensko,Nelojalan putnik,22,Poslovno putovanje,Ekonomska,789,5,0,0,Zadovoljan
musko,Nelojalan putnik,19,Poslovno putovanje,Ekonomska,108,1,59,65,Neutralan ili nezadovoljan
musko,Lojalan putnik,43,Poslovno putovanje,Poslovna,3782,1,0,0,Zadovoljan
zensko,Lojalan putnik,50,Poslovno putovanje,Ekonomska,601,5,0,0,Zadovoljan
zensko,Lojalan putnik,56,Lično putovanje,Ekonomska,541,4,0,3,Neutralan ili nezadovoljan
musko,Lojalan putnik,56,Lično putovanje,Ekonomska,236,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,69,Lično putovanje,Ekonomska,639,2,84,114,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,32,Poslovno putovanje,Poslovna,272,1,2,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,11,Lično putovanje,Ekonomska,552,4,0,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,43,Poslovno putovanje,Poslovna,370,2,26,32,Neutralan ili nezadovoljan
musko,Lojalan putnik,66,Lično putovanje,Ekonomska,347,4,119,115,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,21,Poslovno putovanje,Ekonomska,257,3,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,25,Poslovno putovanje,Ekonomska,552,3,14,10,Neutralan ili nezadovoljan
zensko,Lojalan putnik,49,Lično putovanje,Poslovna,181,4,10,1,Neutralan ili nezadovoljan
zensko,Lojalan putnik,53,Poslovno putovanje,Poslovna,247,0,0,0,Zadovoljan
zensko,Lojalan putnik,41,Poslovno putovanje,Poslovna,2238,5,0,0,Zadovoljan
zensko,Lojalan putnik,40,Poslovno putovanje,Poslovna,2406,5,0,0,Zadovoljan
musko,Lojalan putnik,10,Lično putovanje,Ekonomska,1541,1,0,0,Zadovoljan
musko,Lojalan putnik,49,Lično putovanje,Ekonomska Plus,849,3,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,54,Lično putovanje,Ekonomska,862,1,5,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,66,Poslovno putovanje,Ekonomska,992,1,4,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,39,Poslovno putovanje,Poslovna,817,3,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,52,Poslovno putovanje,Ekonomska,942,1,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,25,Poslovno putovanje,Poslovna,3177,5,30,27,Neutralan ili nezadovoljan
zensko,Lojalan putnik,51,Lično putovanje,Poslovna,190,1,13,14,Neutralan ili nezadovoljan
zensko,Lojalan putnik,36,Poslovno putovanje,Ekonomska,628,4,50,41,Neutralan ili nezadovoljan
musko,Lojalan putnik,56,Poslovno putovanje,Poslovna,2702,3,0,0,Zadovoljan
zensko,Lojalan putnik,24,Poslovno putovanje,Poslovna,2679,5,0,6,Neutralan ili nezadovoljan
zensko,Lojalan putnik,32,Poslovno putovanje,Poslovna,1524,4,15,9,Zadovoljan
zensko,Lojalan putnik,45,Poslovno putovanje,Ekonomska,562,3,12,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,28,Poslovno putovanje,Poslovna,2823,1,0,0,Zadovoljan
musko,Nelojalan putnik,36,Poslovno putovanje,Ekonomska,1465,2,0,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,40,Poslovno putovanje,Poslovna,199,4,118,124,Neutralan ili nezadovoljan
musko,Lojalan putnik,40,Lično putovanje,Ekonomska,737,1,0,7,Neutralan ili nezadovoljan
zensko,Lojalan putnik,39,Poslovno putovanje,Poslovna,2475,1,0,,Zadovoljan
zensko,Lojalan putnik,32,Poslovno putovanje,Poslovna,3838,1,0,0,Zadovoljan
zensko,Lojalan putnik,19,Poslovno putovanje,Poslovna,1784,5,0,2,Zadovoljan
musko,Lojalan putnik,41,Poslovno putovanje,Ekonomska,308,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,12,Lično putovanje,Ekonomska,500,5,0,0,Zadovoljan
zensko,Lojalan putnik,43,Lično putovanje,Ekonomska,427,2,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,32,Poslovno putovanje,Poslovna,521,4,13,11,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,27,Poslovno putovanje,Poslovna,862,2,10,2,Neutralan ili nezadovoljan
zensko,Lojalan putnik,42,Poslovno putovanje,Ekonomska Plus,1107,3,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,44,Lično putovanje,Ekonomska,1050,5,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,58,Lično putovanje,Ekonomska,954,3,28,48,Neutralan ili nezadovoljan
musko,Lojalan putnik,41,Lično putovanje,Ekonomska Plus,177,3,30,20,Neutralan ili nezadovoljan
musko,Lojalan putnik,39,Poslovno putovanje,Poslovna,773,3,4,20,Neutralan ili nezadovoljan
musko,Lojalan putnik,52,Poslovno putovanje,Poslovna,689,2,4,0,Zadovoljan
musko,Lojalan putnik,8,Lično putovanje,Ekonomska,343,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,59,Lično putovanje,Ekonomska,2425,2,39,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,42,Poslovno putovanje,Poslovna,1968,5,0,0,Zadovoljan
musko,Lojalan putnik,22,Poslovno putovanje,Poslovna,985,5,0,16,Neutralan ili nezadovoljan
musko,Lojalan putnik,53,Lično putovanje,Ekonomska,1670,2,0,17,Neutralan ili nezadovoljan
zensko,Lojalan putnik,53,Lično putovanje,Ekonomska,562,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,55,Poslovno putovanje,Poslovna,1782,5,8,2,Zadovoljan
musko,Nelojalan putnik,26,Poslovno putovanje,Ekonomska,599,2,94,126,Neutralan ili nezadovoljan
musko,Lojalan putnik,43,Lično putovanje,Ekonomska,1157,4,0,12,Neutralan ili nezadovoljan
zensko,Lojalan putnik,58,Poslovno putovanje,Poslovna,321,2,0,0,Zadovoljan
musko,Lojalan putnik,51,Poslovno putovanje,Ekonomska Plus,776,1,27,29,Zadovoljan
musko,Lojalan putnik,57,Poslovno putovanje,Ekonomska,401,3,186,172,Zadovoljan
zensko,Lojalan putnik,17,Poslovno putovanje,Poslovna,2711,1,11,15,Neutralan ili nezadovoljan
musko,Lojalan putnik,46,Lično putovanje,Ekonomska,868,5,0,3,Neutralan ili nezadovoljan
zensko,Lojalan putnik,52,Poslovno putovanje,Poslovna,2858,4,0,0,Zadovoljan
zensko,Lojalan putnik,55,Lično putovanje,Ekonomska,354,5,39,47,Neutralan ili nezadovoljan
musko,Lojalan putnik,45,Poslovno putovanje,Poslovna,937,4,2,5,Zadovoljan
zensko,Lojalan putnik,55,Poslovno putovanje,Poslovna,2865,1,0,0,Zadovoljan
musko,Nelojalan putnik,27,Poslovno putovanje,Poslovna,416,4,17,18,Zadovoljan
zensko,Lojalan putnik,35,Lično putovanje,Ekonomska,837,4,0,0,Zadovoljan
musko,Lojalan putnik,42,Poslovno putovanje,Ekonomska,474,4,3,0,Zadovoljan
musko,Lojalan putnik,47,Poslovno putovanje,Ekonomska,216,2,21,29,Neutralan ili nezadovoljan
zensko,Lojalan putnik,44,Lično putovanje,Ekonomska,303,5,134,168,Neutralan ili nezadovoljan
musko,Lojalan putnik,19,Lično putovanje,Ekonomska,544,4,30,37,Neutralan ili nezadovoljan
musko,Nelojalan putnik,23,Poslovno putovanje,Ekonomska,546,4,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,25,Poslovno putovanje,Poslovna,134,0,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,33,Lično putovanje,Ekonomska,643,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,18,Lično putovanje,Ekonomska,731,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,46,Poslovno putovanje,Poslovna,425,4,0,0,Zadovoljan
zensko,Nelojalan putnik,18,Poslovno putovanje,Ekonomska,1028,3,16,34,Neutralan ili nezadovoljan
musko,Lojalan putnik,32,Lično putovanje,Ekonomska,1127,4,48,21,Neutralan ili nezadovoljan
musko,Nelojalan putnik,41,Poslovno putovanje,Poslovna,646,1,31,23,Neutralan ili nezadovoljan
musko,Lojalan putnik,46,Lično putovanje,Ekonomska,731,2,124,115,Neutralan ili nezadovoljan
zensko,Lojalan putnik,46,Poslovno putovanje,Ekonomska,455,3,41,29,Zadovoljan
zensko,Lojalan putnik,53,Poslovno putovanje,Poslovna,3032,5,0,0,Zadovoljan
zensko,Lojalan putnik,69,Lično putovanje,Ekonomska,544,4,0,5,Neutralan ili nezadovoljan
musko,Lojalan putnik,54,Poslovno putovanje,Poslovna,2716,1,0,0,Zadovoljan
zensko,Lojalan putnik,12,Lično putovanje,Ekonomska,192,4,0,2,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,36,Poslovno putovanje,Ekonomska,459,2,0,5,Neutralan ili nezadovoljan
zensko,Lojalan putnik,65,Poslovno putovanje,Poslovna,1741,0,0,0,Zadovoljan
musko,Lojalan putnik,27,Lično putovanje,Ekonomska,764,5,0,14,Neutralan ili nezadovoljan
zensko,Lojalan putnik,55,Poslovno putovanje,Poslovna,308,3,13,2,Zadovoljan
musko,Lojalan putnik,50,Poslovno putovanje,Poslovna,1703,2,2,3,Zadovoljan
musko,Lojalan putnik,35,Poslovno putovanje,Poslovna,1750,3,2,0,Zadovoljan
zensko,Lojalan putnik,44,Poslovno putovanje,Ekonomska,1035,3,162,178,Zadovoljan
zensko,Lojalan putnik,60,Poslovno putovanje,Poslovna,429,3,0,0,Zadovoljan
zensko,Lojalan putnik,31,Poslovno putovanje,Poslovna,2338,2,0,0,Zadovoljan
musko,Lojalan putnik,45,Poslovno putovanje,Ekonomska,368,4,0,0,Zadovoljan
zensko,Lojalan putnik,63,Poslovno putovanje,Poslovna,3893,5,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,49,Poslovno putovanje,Poslovna,2820,1,62,66,Zadovoljan
musko,Lojalan putnik,45,Poslovno putovanje,Poslovna,319,4,3,0,Zadovoljan
zensko,Lojalan putnik,46,Lično putovanje,Ekonomska,550,0,13,12,Neutralan ili nezadovoljan
musko,Lojalan putnik,43,Poslovno putovanje,Poslovna,1670,1,0,0,Zadovoljan
musko,Lojalan putnik,41,Poslovno putovanje,Ekonomska,2917,4,20,36,Neutralan ili nezadovoljan
zensko,Lojalan putnik,26,Poslovno putovanje,Poslovna,3025,3,19,9,Neutralan ili nezadovoljan
musko,Lojalan putnik,30,Poslovno putovanje,Poslovna,2292,3,0,0,Zadovoljan
musko,Lojalan putnik,21,Lično putovanje,Ekonomska,1050,4,50,39,Neutralan ili nezadovoljan
musko,Lojalan putnik,40,Lično putovanje,Ekonomska,1342,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,48,Poslovno putovanje,Poslovna,772,3,0,0,Zadovoljan
musko,Lojalan putnik,67,Lično putovanje,Poslovna,419,3,3,0,Zadovoljan
musko,Lojalan putnik,40,Poslovno putovanje,Poslovna,192,2,0,0,Zadovoljan
zensko,Lojalan putnik,37,Lično putovanje,Ekonomska,528,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,61,Lično putovanje,Ekonomska,402,2,0,2,Neutralan ili nezadovoljan
zensko,Lojalan putnik,14,Lično putovanje,Ekonomska,543,4,10,10,Neutralan ili nezadovoljan
zensko,Lojalan putnik,43,Poslovno putovanje,Poslovna,3612,2,0,0,Zadovoljan
musko,Lojalan putnik,42,Poslovno putovanje,Poslovna,2475,3,0,0,Zadovoljan
musko,Lojalan putnik,51,Poslovno putovanje,Poslovna,2005,5,51,54,Neutralan ili nezadovoljan
zensko,Lojalan putnik,29,Poslovno putovanje,Ekonomska,2182,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,49,Poslovno putovanje,Poslovna,853,3,7,0,Zadovoljan
musko,Lojalan putnik,37,Lično putovanje,Ekonomska,200,5,14,14,Neutralan ili nezadovoljan
zensko,Lojalan putnik,37,Poslovno putovanje,Ekonomska,235,4,0,22,Zadovoljan
zensko,Lojalan putnik,41,Poslovno putovanje,Poslovna,2858,5,59,43,Zadovoljan
musko,Lojalan putnik,44,Poslovno putovanje,Poslovna,229,5,36,22,Zadovoljan
musko,Lojalan putnik,8,Lično putovanje,Ekonomska,109,2,25,24,Neutralan ili nezadovoljan
musko,Lojalan putnik,38,Poslovno putovanje,Poslovna,3358,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,49,Lično putovanje,Ekonomska,2342,1,7,6,Neutralan ili nezadovoljan
musko,Lojalan putnik,51,Poslovno putovanje,Poslovna,2986,2,3,5,Zadovoljan
zensko,Lojalan putnik,42,Poslovno putovanje,Poslovna,2089,2,0,0,Zadovoljan
zensko,Lojalan putnik,55,Lično putovanje,Ekonomska,1504,3,265,253,Neutralan ili nezadovoljan
zensko,Lojalan putnik,22,Poslovno putovanje,Ekonomska Plus,715,4,0,0,Zadovoljan
musko,Lojalan putnik,41,Lično putovanje,Ekonomska Plus,308,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,30,Lično putovanje,Ekonomska,329,2,75,57,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,35,Poslovno putovanje,Ekonomska,675,4,16,1,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,40,Poslovno putovanje,Poslovna,458,3,0,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,25,Poslovno putovanje,Ekonomska Plus,462,3,25,19,Neutralan ili nezadovoljan
zensko,Lojalan putnik,11,Lično putovanje,Ekonomska,900,5,0,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,18,Poslovno putovanje,Ekonomska,551,0,25,19,Neutralan ili nezadovoljan
zensko,Lojalan putnik,26,Lično putovanje,Ekonomska,944,3,5,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,49,Lično putovanje,Ekonomska,342,4,11,20,Neutralan ili nezadovoljan
zensko,Lojalan putnik,39,Lično putovanje,Ekonomska,669,5,5,20,Neutralan ili nezadovoljan
musko,Lojalan putnik,51,Poslovno putovanje,Poslovna,2071,5,0,3,Zadovoljan
musko,Lojalan putnik,37,Lično putovanje,Ekonomska,954,3,0,25,Neutralan ili nezadovoljan
zensko,Lojalan putnik,55,Lično putovanje,Ekonomska,309,5,0,5,Neutralan ili nezadovoljan
musko,Lojalan putnik,46,Lično putovanje,Ekonomska Plus,458,3,0,8,Neutralan ili nezadovoljan
musko,Lojalan putnik,29,Poslovno putovanje,Poslovna,489,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,30,Poslovno putovanje,Ekonomska Plus,368,2,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,47,Poslovno putovanje,Poslovna,2475,5,0,0,Zadovoljan
musko,Lojalan putnik,60,Poslovno putovanje,Poslovna,3441,1,0,0,Zadovoljan
zensko,Nelojalan putnik,20,Poslovno putovanje,Ekonomska,1013,3,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,39,Poslovno putovanje,Poslovna,3455,1,13,0,Zadovoljan
musko,Lojalan putnik,58,Poslovno putovanje,Poslovna,2710,1,136,140,Zadovoljan
zensko,Lojalan putnik,39,Poslovno putovanje,Poslovna,1845,3,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,47,Poslovno putovanje,Poslovna,3441,1,0,0,Zadovoljan
zensko,Lojalan putnik,49,Poslovno putovanje,Poslovna,1690,5,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,48,Poslovno putovanje,Poslovna,919,3,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,70,Poslovno putovanje,Poslovna,118,1,0,5,Neutralan ili nezadovoljan
zensko,Lojalan putnik,38,Lično putovanje,Ekonomska,2611,2,0,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,25,Poslovno putovanje,Ekonomska,204,3,0,5,Neutralan ili nezadovoljan
zensko,Lojalan putnik,20,Lično putovanje,Ekonomska,852,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,68,Poslovno putovanje,Ekonomska,503,1,0,0,Zadovoljan
